,location,society,total_sqft,bath,balcony,price,bedrooms
8141,other,Naiewre,1510.0,3.0,3.0,47.57,3
8142,Hosakerehalli,Taonte ,3033.0,4.0,1.0,326.0,4
8150,Raja Rajeshwari Nagar,i1rtsCo,1630.0,3.0,2.0,60.65,3
8152,Hosakerehalli,Maunt M,1410.0,2.0,2.0,53.58,3
8153,Bhoganhalli,Rosha I,1181.7,2.0,1.0,100.0,2
8155,Sarjapur  Road,Klark L,1691.0,3.0,2.0,113.0,3
8159,other,Prone M,1300.0,3.0,2.0,77.99,3
8160,Whitefield,Preaunt,1356.0,2.0,1.0,94.84,2
8161,Whitefield,Goted U,1338.0,2.0,1.0,103.0,2
8163,other,MaitySe,1280.0,2.0,1.0,100.0,3
8164,Raja Rajeshwari Nagar,GrrvaGr,1531.0,3.0,3.0,51.77,3
8167,8th Phase JP Nagar,Yaenti ,1605.0,2.0,2.0,65.0,3
8168,Thanisandra,Bhmesy ,1917.0,3.0,2.0,110.0,3
8171,Sarjapur  Road,Viissmi,1400.0,3.0,2.0,55.0,3
8172,Thubarahalli,ShdhiSa,2625.0,3.0,3.0,175.0,3
8174,Hennur Road,SaireSa,2041.0,3.0,3.0,128.0,3
8175,Sarjapur  Road,SoniaEt,2070.0,4.0,2.0,160.0,3
8176,Hebbal,Arcia S,1110.0,3.0,3.0,59.0,3
8177,other,Koncyad,1650.0,3.0,1.0,110.0,3
8178,Ambedkar Nagar,Thessrm,3565.0,4.0,3.0,255.0,4
8180,HSR Layout,Siestr ,1142.0,2.0,2.0,65.0,2
8182,Electronic City Phase II,Rie 2ri,1502.0,3.0,3.0,50.0,3
8183,other,PrinePr,1176.0,2.0,1.0,45.0,3
8187,Sarjapur  Road,Adeatlm,5400.0,3.0,2.0,700.0,3
8189,other,MSanaer,1425.0,3.0,2.0,55.0,3
8191,Hosur Road,Saageat,1345.0,2.0,2.0,108.0,2
8193,other,SRgio V,1830.0,4.0,2.0,325.0,4
8204,Raja Rajeshwari Nagar,Prllsan,1160.0,2.0,1.0,70.0,2
8206,other,Miiewa ,2000.0,2.0,2.0,95.0,3
8207,Uttarahalli,Aklia R,1125.0,2.0,1.0,47.65,2
8208,Old Madras Road,Saive L,3900.0,4.0,2.0,175.0,4
8209,Raja Rajeshwari Nagar,GrrvaGr,1133.0,2.0,1.0,38.37,2
8210,other,Nihtsss,1240.0,2.0,2.0,60.0,2
8211,Devanahalli,Sabixtt,1466.0,3.0,3.0,77.59,3
8212,other,PrstaTe,3870.0,4.0,2.0,411.0,4
8213,Ramagondanahalli,DNeremo,1610.0,2.0,2.0,115.0,3
8215,Kaggadasapura,VSomepi,1225.0,2.0,2.0,48.0,2
8216,Akshaya Nagar,Javasi ,1300.0,2.0,1.0,54.0,2
8217,Thanisandra,G conTh,1996.0,4.0,1.0,123.0,3
8219,Rajaji Nagar,Brway G,1800.0,3.0,2.0,240.0,3
8221,Sarjapur  Road,PuineSu,1435.0,3.0,2.0,90.0,3
8223,other,MJeusyl,1601.0,3.0,3.0,70.0,3
8224,other,Krshi G,1257.0,2.0,2.0,93.0,2
8225,Iblur Village,Emine P,3596.0,5.0,1.0,260.0,4
8226,Kasavanhalli,Salisal,1309.0,2.0,2.0,95.0,2
8228,Whitefield,Gamesti,1115.0,2.0,1.0,55.0,2
8229,Whitefield,Brony H,1870.0,3.0,2.0,90.0,3
8232,Banashankari,Goeesem,1185.0,2.0,2.0,67.0,2
8233,7th Phase JP Nagar,Eladero,1790.0,3.0,3.0,120.0,3
8234,Whitefield,StodsWa,3450.0,4.0,2.0,208.0,3
8236,Budigere,PrityTr,693.0,1.0,0.0,27.375,1
8237,Sarjapur  Road,Adeatlm,5400.0,4.0,2.0,750.0,4
8239,Hoodi,Macanr ,1000.0,2.0,2.0,48.0,2
8240,Thanisandra,Bhe 2ko,1183.0,2.0,1.0,77.25,2
8241,Binny Pete,Shestlo,1282.0,3.0,2.0,178.0,3
8245,Hebbal,Srntsha,1200.0,2.0,2.0,52.0,2
8246,Ramagondanahalli,ViistLa,1151.0,2.0,2.0,43.6,2
8247,Hulimavu,Naepa D,1320.0,2.0,2.0,59.0,3
8250,Hegde Nagar,SoitaCa,1847.0,3.0,2.0,123.0,3
8251,Devanahalli,Pardsri,1020.0,2.0,1.0,49.87,1
8255,Begur Road,Dhalsh ,1160.0,2.0,2.0,44.0,2
8256,Haralur Road,SNnia E,2805.0,4.0,3.0,154.0,4
8257,Mysore Road,Gopia O,1360.0,3.0,0.0,47.6,3
8258,Brookefield,Saandvi,1089.0,2.0,1.0,49.0,2
8259,Yelahanka,Reverve,1115.0,2.0,2.0,60.0,2
8262,Kannamangala,Sonue A,1536.0,3.0,1.0,104.0,3
8264,Electronic City,Prarkun,1571.0,3.0,2.0,83.0,3
8266,other,ETens G,1517.0,2.0,2.0,125.0,2
8267,Budigere,PrityTr,664.0,1.0,1.0,35.4,1
8268,other,Wiaysld,1230.0,2.0,1.0,58.0,2
8269,Hegde Nagar,Inaadd ,1340.0,2.0,2.0,72.0,2
8270,Attibele,DSvar S,1175.0,2.0,1.0,29.38,2
8274,Electronic City,DSgmax ,1470.0,2.0,1.0,44.1,3
8276,7th Phase JP Nagar,Eladero,1680.0,3.0,2.0,117.0,3
8278,Gunjur,MyhtsHe,1071.0,2.0,1.0,51.0,2
8280,Frazer Town,Asuilnc,3435.0,2.0,1.0,341.0,4
8282,Kalyan nagar,Saacela,1190.0,2.0,1.0,60.0,2
8283,Pattandur Agrahara,MaidoPl,1550.0,2.0,3.0,80.0,3
8284,Kanakpura Road,GolusLi,1283.0,2.0,2.0,63.22,2
8285,other,GMilse ,1325.0,2.0,2.0,73.0,2
8286,Whitefield,SMuilan,1105.0,2.0,1.0,35.36,2
8287,other,Srldsri,1600.0,3.0,2.0,74.5,3
8291,Talaghattapura,Sodgere,2099.0,3.0,3.0,147.0,3
8292,other,BaiseBa,1365.0,2.0,1.0,72.0,3
8293,Hebbal Kempapura,Goateds,1485.0,3.0,3.0,132.0,2
8294,Hosur Road,Kelmsoy,1250.0,2.0,1.0,55.0,2
8297,Kanakpura Road,Soazak ,1328.0,2.0,3.0,91.06,2
8298,Hennur Road,Puachal,1232.0,2.0,1.0,87.0,2
8300,Electronic City,Palleon,1350.0,3.0,2.0,66.0,3
8303,Electronic City Phase II,Prvanai,1020.0,2.0,2.0,32.0,2
8304,Begur Road,Dhalsh ,1410.0,2.0,3.0,49.34,3
8305,other,PrBayGa,2159.0,3.0,2.0,120.0,3
8308,Hennur,Shateor,1255.0,2.0,1.0,57.5,2
8309,Whitefield,ARipsul,1074.0,2.0,1.0,42.79,2
8310,other,PrhyaK ,1200.0,3.0,2.0,72.0,3
8311,Sarjapur,SNityVe,1170.0,2.0,2.0,35.41,3
8312,Tumkur Road,Coowsri,728.5,1.0,0.0,31.315,1
8317,Mahadevpura,Neony H,1601.0,3.0,2.0,95.0,3
8320,other,ThBayah,2700.0,2.0,1.0,260.0,3
8321,Electronic City Phase II,Rie 2 P,1900.0,3.0,1.0,97.0,4
8323,Haralur Road,SNnia E,1520.0,2.0,2.0,96.0,3
8326,Bharathi Nagar,ReudePr,1432.0,2.0,2.0,68.0,2
8329,other,Soeurri,2251.0,4.0,2.0,370.0,3
8330,7th Phase JP Nagar,Brnia G,1050.0,2.0,1.0,77.0,2
8331,Kanakpura Road,PrarePa,1100.0,3.0,2.0,53.0,3
8333,Begur Road,Dhalsh ,1565.0,2.0,2.0,56.34,3
8337,Electronic City,SJityVe,1652.0,3.0,3.0,110.0,3
8339,Rajiv Nagar,PuoodSk,2340.0,4.0,1.0,145.0,4
8340,Koramangala,G ceses,1084.0,2.0,1.0,179.0,2
8342,other,JPoldGo,1400.0,3.0,3.0,69.0,3
8344,Electronic City Phase II,Sryalan,1020.0,2.0,1.0,27.43,2
8345,Whitefield,PritaDo,1267.0,2.0,1.0,90.33,2
8346,Bhoganhalli,Pride S,2439.0,4.0,3.0,185.0,4
8351,Whitefield,Chllea ,5000.0,5.0,2.0,550.0,4
8354,Kalyan nagar,JRaderc,1086.0,2.0,2.0,44.5,2
8355,Kengeri,VBn 2lm,416.0,1.0,1.0,18.0,1
8356,Hennur Road,Koagati,1066.0,2.0,1.0,52.23,2
8357,other,Inntsa ,1730.0,3.0,1.0,93.0,3
8358,Balagere,Soresea,1205.0,2.0,1.0,63.86,2
8359,Marathahalli,Prionad,2500.0,5.0,2.0,175.0,4
8360,Subramanyapura,DStik S,960.0,2.0,1.0,55.0,2
8361,Haralur Road,SNnia E,1510.0,3.0,2.0,83.05,3
8363,Old Madras Road,GRlas V,2300.0,3.0,2.0,142.0,3
8374,other,Spess C,1998.0,3.0,2.0,117.0,3
8376,Sarjapur  Road,Contsci,1262.0,2.0,2.0,67.0,2
8377,Badavala Nagar,DNncasa,1842.0,3.0,2.0,115.0,3
8381,Balagere,Soresea,1012.0,2.0,1.0,53.58,2
8383,Kadugodi,KMnorab,1394.0,2.0,2.0,56.0,2
8384,other,Prentra,1450.0,2.0,1.0,85.0,3
8385,other,Krntsee,527.0,1.0,0.0,35.0,1
8386,Sarjapur  Road,Adeatlm,1693.0,3.0,2.0,125.0,3
8387,Thigalarapalya,Prtanha,3122.0,6.0,2.0,235.0,4
8388,Horamavu Agara,DSireSo,1000.0,2.0,1.0,46.0,2
8392,Mysore Road,Brama P,1410.0,2.0,2.0,64.0,3
8393,Hebbal Kempapura,Goateds,1400.0,2.0,2.0,108.0,2
8395,Sarjapur  Road,Saitya ,1826.0,3.0,2.0,125.0,3
8396,Hosur Road,PuendWe,1689.0,3.0,2.0,103.0,3
8397,Bisuvanahalli,Prityel,1075.0,2.0,1.0,31.0,3
8402,Uttarahalli,AkncyRe,1300.0,2.0,2.0,55.0,2
8403,other,SodilDa,1804.0,3.0,2.0,150.0,3
8405,Whitefield,Priew P,1836.0,3.0,2.0,125.0,3
8406,other,Pry 2 R,826.0,2.0,2.0,36.0,2
8407,Hormavu,Undraro,1200.0,2.0,3.0,68.0,2
8411,Hoskote,Dhistee,1200.0,4.0,3.0,140.0,4
8412,BTM 2nd Stage,Vincyat,965.0,2.0,2.0,56.0,2
8414,Bhoganhalli,Amconi ,1395.0,2.0,2.0,70.0,3
8415,Sarjapur  Road,DSndsod,1660.0,3.0,2.0,116.0,3
8417,other,Srrtsu ,1180.0,2.0,1.0,39.0,2
8419,Kanakpura Road,PrityFa,1204.0,2.0,1.0,82.0,2
8420,Thigalarapalya,Prtanha,2072.0,4.0,2.0,153.0,3
8421,Haralur Road,Zostaa ,1056.0,2.0,1.0,65.0,2
8422,Hebbal,Magiaya,985.0,2.0,2.0,62.0,2
8426,Yelahanka,Niareum,2317.0,4.0,3.0,140.0,3
8429,Attibele,Jae 2hu,656.0,2.0,1.0,25.0,2
8430,Attibele,Jae 2hu,400.0,1.0,1.0,11.5,1
8431,Yeshwanthpur,IBityin,666.0,1.0,1.0,36.8,1
8433,7th Phase JP Nagar,Shncyes,1174.0,2.0,1.0,47.0,2
8434,Budigere,PrityTr,1153.0,2.0,2.0,56.7,2
8438,other,Say 3 R,910.0,2.0,2.0,160.0,2
8441,Kanakpura Road,PuandHi,1843.0,3.0,2.0,88.0,3
8443,Chandapura,SunceEs,1230.0,2.0,2.0,31.37,3
8444,Kodihalli,Soianal,3197.0,5.0,2.0,335.0,4
8445,Kanakpura Road,Soazak ,1703.0,3.0,2.0,130.0,3
8446,other,DencyRe,1125.0,2.0,1.0,41.5,2
8447,Battarahalli,SraveHi,1516.0,3.0,3.0,65.0,3
8448,Brookefield,Srluei ,1130.0,2.0,2.0,56.0,2
8449,Iblur Village,Emine P,3596.0,5.0,1.0,279.0,4
8450,Hosa Road,Sosisic,1512.0,3.0,2.0,103.0,3
8451,Thanisandra,Bhmesy ,1491.0,3.0,1.0,88.0,3
8452,other,Eledst ,1250.0,2.0,2.0,95.0,2
8454,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,1.0,48.7,2
8457,Kanakpura Road,PrarePa,1100.0,3.0,2.0,56.57,3
8458,Iblur Village,Emine P,2666.0,4.0,1.0,200.0,3
8463,Gollarapalya Hosahalli,Mauner ,1345.0,3.0,2.0,60.0,3
8464,KR Puram,IJent A,1200.0,4.0,2.0,100.0,4
8465,Bannerghatta Road,Anineu ,3230.0,5.0,0.0,165.0,4
8467,Sarjapur  Road,VaMarll,2750.0,5.0,1.0,240.0,4
8471,Uttarahalli,Shony S,1025.0,2.0,1.0,35.88,2
8473,Hennur Road,Koagati,973.0,2.0,1.0,56.0,2
8475,Rajaji Nagar,PhestOn,2533.0,3.0,3.0,425.0,3
8476,Balagere,Soresea,1007.0,2.0,1.0,75.0,2
8477,Hosa Road,Skume R,800.0,1.0,0.0,39.99,1
8483,Kalena Agrahara,ARomee ,1000.0,2.0,2.0,33.0,2
8484,CV Raman Nagar,Chhamku,1285.0,2.0,2.0,65.0,2
8485,Thanisandra,Pronyt ,662.0,1.0,1.0,29.0,1
8486,Whitefield,PrOakSi,2297.0,5.0,2.0,269.0,5
8488,other,Sothin ,1850.0,3.0,3.0,95.0,3
8492,other,Saavena,1567.0,3.0,1.0,100.0,3
8493,Hoskote,Thiced ,1695.0,3.0,3.0,50.0,3
8495,Bellandur,Srdids ,1150.0,2.0,1.0,69.44,2
8496,Akshaya Nagar,DLhtsnd,1690.0,3.0,2.0,85.0,3
8498,Karuna Nagar,AjityIn,1057.0,2.0,1.0,65.0,2
8499,Hebbal,Raard B,1320.0,2.0,1.0,91.0,2
8500,Bhoganhalli,Rosha I,2119.0,4.0,3.0,111.0,4
8501,other,Jaity H,1125.0,2.0,1.0,48.0,2
8503,Balagere,Soresea,645.0,1.0,1.0,34.18,1
8505,Panathur,Saite G,1040.0,2.0,1.0,41.6,2
8506,Sarjapur  Road,PualeSk,1700.0,3.0,1.0,194.0,3
8508,Bellandur,NiCodCa,1138.0,3.0,2.0,128.0,3
8509,Sarjapur  Road,AsastDe,984.0,2.0,1.0,45.91,2
8510,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,2.0,38.65,2
8511,Whitefield,Eznuee ,3596.0,3.0,1.0,200.0,3
8514,Vittasandra,Prlla C,1404.0,2.0,1.0,75.0,2
8516,Electronic City,KBityo ,1050.0,2.0,1.0,39.0,3
8518,Rachenahalli,Sovar S,1550.0,3.0,3.0,72.5,3
8519,Yelahanka,Niareum,1653.0,3.0,3.0,93.0,3
8520,Parappana Agrahara,Peide L,1194.0,2.0,2.0,47.0,2
8521,other,Krite D,1471.0,2.0,3.0,75.0,3
8523,Kudlu Gate,Wharl P,812.0,2.0,1.0,38.25,2
8524,8th Phase JP Nagar,GRhtsei,1504.0,2.0,2.0,83.0,3
8526,Kannamangala,VBownre,957.0,2.0,2.0,54.5,2
8527,Attibele,Jae 1hu,460.0,1.0,1.0,13.0,1
8529,7th Phase JP Nagar,Brnia G,1050.0,2.0,1.0,75.0,2
8530,Budigere,PrityTr,1820.0,3.0,2.0,85.0,3
8538,Kanakpura Road,JRrnauv,1550.0,3.0,3.0,65.1,3
8539,Nagavarapalya,PuonsSe,1392.0,2.0,1.0,130.0,2
8540,Jigani,DLhtsan,1221.0,3.0,3.0,75.0,3
8543,Hoskote,Corus C,1065.0,2.0,3.0,31.5,2
8544,Yelahanka New Town,KHatsFl,1209.0,2.0,3.0,65.0,3
8547,Sarjapur  Road,PualeSk,1929.0,4.0,1.0,101.0,3
8548,Hennur Road,Soncy R,1255.0,2.0,1.0,84.0,2
8549,Jalahalli,DSata S,1035.0,2.0,1.0,31.05,2
8551,Banashankari,Bregae ,1650.0,3.0,2.0,101.0,3
8552,Whitefield,Laave E,1275.0,2.0,3.0,65.0,3
8553,Electronic City,Prarkun,1128.0,2.0,1.0,65.58,2
8554,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,2.0,38.55,2
8556,Thanisandra,Bhe 2ko,1183.0,2.0,2.0,58.56,2
8557,Whitefield,Rabow R,1155.0,2.0,1.0,39.0,2
8560,7th Phase JP Nagar,Brnia G,1040.0,2.0,1.0,75.0,2
8564,Sarjapur  Road,Shthi S,1525.0,2.0,2.0,65.0,3
8566,other,VKe 1 M,1220.0,2.0,1.0,65.0,2
8567,Hebbal,Kacesh ,2388.0,3.0,1.0,195.0,3
8568,Electronic City,Prarkun,1355.0,2.0,1.0,97.6,2
8570,Vijayanagar,Saahaat,1046.0,2.0,0.0,49.06,2
8572,Pattandur Agrahara,ARvasV ,1247.0,2.0,2.0,62.35,2
8573,Marathahalli,PueraRi,3855.0,4.0,3.0,220.0,4
8575,KR Puram,Sryam N,1120.0,2.0,2.0,36.0,2
8577,Jakkur,Ceezey ,1798.0,3.0,1.0,110.0,3
8578,Bisuvanahalli,Prityel,1180.0,2.0,1.0,45.0,3
8579,Kereguddadahalli,Jaood G,1000.0,2.0,1.0,34.0,2
8580,Whitefield,Prtates,1216.0,2.0,1.0,82.0,2
8583,Badavala Nagar,DNncasa,1842.0,3.0,2.0,115.0,3
8584,Bisuvanahalli,Prityel,1075.0,2.0,1.0,43.0,3
8585,Whitefield,UKe 2nz,1495.0,3.0,3.0,88.0,2
8586,Kanakpura Road,Goelsn ,1700.0,3.0,3.0,120.0,3
8587,Whitefield,Oreldhi,1564.0,3.0,1.0,103.0,3
8588,other,Sariana,1256.0,2.0,1.0,65.0,2
8589,Kundalahalli,Dieldli,1047.0,2.0,1.0,89.0,2
8590,Bhoganhalli,Rosha I,1458.0,3.0,1.0,78.45,3
8591,Hoodi,Caycend,1063.0,2.0,1.0,61.17,2
8595,Ramamurthy Nagar,Amazaa ,1360.0,2.0,0.0,45.0,2
8598,Haralur Road,SNnia E,1810.0,3.0,2.0,100.0,3
8603,Electronic City Phase II,Sryalan,1025.0,2.0,1.0,26.65,2
8604,Uttarahalli,SivelMa,980.0,2.0,1.0,45.0,2
8608,JP Nagar,Arndesa,2050.0,3.0,3.0,82.0,3
8609,other,Krton S,1407.0,2.0,1.0,83.87,2
8610,other,Lelia M,4170.0,3.0,2.0,800.0,3
8611,Whitefield,Sulesil,1585.0,3.0,1.0,84.0,3
8612,Jakkur,Miershi,1785.0,3.0,2.0,130.0,3
8613,other,Raave E,900.0,2.0,3.0,45.0,2
8615,Kanakpura Road,PuandHi,1843.0,3.0,2.0,96.2,3
8617,other,Dee 2 P,1200.0,2.0,1.0,67.0,2
8619,Uttarahalli,Aklia R,1125.0,2.0,1.0,47.0,2
8622,Yeshwanthpur,VSineDi,770.0,1.0,1.0,70.0,2
8623,Kodichikkanahalli,PentyVB,1181.0,2.0,2.0,57.0,2
8626,Raja Rajeshwari Nagar,GrrvaGr,1295.0,2.0,2.0,55.47,2
8628,Lingadheeranahalli,Soiewre,1506.0,3.0,1.0,95.0,3
8630,Sarjapur  Road,Adeatlm,2900.0,4.0,2.0,240.0,4
8631,Abbigere,DSestma,1326.0,2.0,1.0,35.0,3
8634,Hennur,SLureSi,1020.0,2.0,1.0,48.0,2
8642,Kanakpura Road,GolusLi,1500.0,3.0,1.0,72.99,3
8644,other,ApallEn,1180.0,2.0,2.0,60.0,2
8646,Thigalarapalya,Prtanha,2215.0,4.0,2.0,150.0,3
8648,Marathahalli,Cores V,1350.0,2.0,2.0,60.0,2
8650,Kanakpura Road,Wiowsri,1450.0,2.0,2.0,62.93,3
8651,Raja Rajeshwari Nagar,GrrvaGr,1133.0,2.0,2.0,40.0,2
8652,Thanisandra,Soitya ,1564.0,3.0,2.0,100.0,3
8654,Thigalarapalya,Prtanha,2072.0,4.0,2.0,157.0,3
8656,Kanakapura,SPavenc,1460.0,2.0,3.0,51.1,3
8661,Yelahanka,Prensya,654.0,1.0,1.0,38.0,1
8662,other,OadraCh,1105.0,2.0,2.0,50.0,2
8663,Hebbal Kempapura,Goateds,1800.0,3.0,3.0,150.0,3
8666,other,Unarlth,1000.0,2.0,1.0,51.0,2
8668,other,Hameson,1240.0,2.0,1.0,63.0,3
8670,Yelahanka New Town,KHatsFl,1400.0,2.0,2.0,80.0,3
8674,other,Daxir E,1640.0,3.0,2.0,70.0,3
8678,other,K dotna,2496.0,4.0,2.0,125.0,4
8679,9th Phase JP Nagar,NaensGa,905.0,2.0,1.0,32.0,2
8682,other,Epllan ,8400.0,5.0,2.0,1675.0,4
8687,other,Malyxer,1495.0,3.0,2.0,55.0,3
8689,other,Pantsce,1400.0,3.0,2.0,53.0,3
8691,Balagere,Soresea,1007.0,2.0,1.0,53.0,2
8693,other,BSarknd,1054.0,2.0,1.0,53.0,2
8695,Gollarapalya Hosahalli,Mauner ,996.0,2.0,2.0,49.0,2
8699,other,Maletr ,1394.0,2.0,3.0,52.0,2
8700,Haralur Road,RInceeg,1243.0,2.0,2.0,46.0,2
8701,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2
8702,other,EsadeNS,1075.0,2.0,1.0,57.0,2
8704,Indira Nagar,Monorh ,1500.0,3.0,3.0,120.0,3
8706,Whitefield,Adowslm,1500.0,3.0,1.0,250.0,3
8707,other,Reicace,1800.0,4.0,3.0,115.0,3
8709,Hosa Road,Mahesr ,1726.0,3.0,2.0,81.99,3
8710,other,Saersel,1220.0,2.0,2.0,54.89,2
8712,Electronics City Phase 1,Atntspa,1530.0,3.0,3.0,40.0,3
8713,Hosa Road,SRrnauv,840.0,2.0,1.0,28.0,2
8716,other,Muiseek,1499.0,3.0,2.0,89.0,3
8717,other,MoaveEn,1280.0,2.0,3.0,55.0,3
8720,other,MNtha A,1161.0,2.0,3.0,36.69,2
8722,other,MaionMa,1050.0,2.0,2.0,65.0,2
8723,Hennur Road,Saandtt,1650.0,5.0,3.0,309.0,4
8724,other,Aseenh ,552.5,1.0,0.0,13.26,1
8725,Attibele,Jae 1hu,418.0,2.0,1.0,11.5,1
8727,Raja Rajeshwari Nagar,DwntsAp,1510.0,2.0,2.0,55.0,3
8731,EPIP Zone,BrontLa,2350.0,4.0,2.0,163.0,3
8732,other,Pridel ,1056.0,2.0,2.0,55.0,2
8734,Electronics City Phase 1,Shitt S,1450.0,3.0,1.0,70.0,3
8735,other,Saage V,1000.0,2.0,2.0,34.0,2
8736,Haralur Road,SNnia E,575.0,1.0,1.0,38.0,1
8739,other,Gomeseg,1770.0,3.0,2.0,90.0,3
8740,other,Prurten,3155.0,3.0,2.0,315.0,3
8742,JP Nagar,Shika A,745.0,1.0,0.0,34.27,1
8745,Kudlu Gate,Sanzaat,1547.0,2.0,2.0,103.0,2
8746,Panathur,Prcesvy,1713.0,3.0,1.0,120.0,3
8747,Sarjapur,Prldsum,3300.0,4.0,2.0,430.0,4
8749,Yeshwanthpur,RNvasth,1856.0,4.0,2.0,180.0,3
8750,other,DSureSi,1152.0,2.0,1.0,57.0,2
8752,other,AriosHe,2357.0,3.0,2.0,135.0,3
8754,Kannamangala,Sonue A,1865.0,3.0,1.0,139.0,3
8755,Kanakpura Road,Prdhue ,1240.0,2.0,2.0,65.0,2
8756,Padmanabhanagar,Naasyak,1360.0,3.0,1.0,75.0,3
8758,Electronics City Phase 1,Shitt S,1450.0,2.0,2.0,63.51,3
8759,Budigere,PrityTr,1139.0,2.0,2.0,72.0,2
8764,Yeshwanthpur,Goandn ,1855.0,3.0,3.0,140.0,3
8767,Old Madras Road,Saciatt,2266.0,3.0,2.0,207.0,3
8770,Kambipura,Prrtht ,1083.0,2.0,1.0,48.0,3
8771,Hennur Road,Puachal,1232.0,2.0,1.0,83.0,2
8772,Raja Rajeshwari Nagar,NaonySy,1550.0,3.0,1.0,86.8,3
8773,Whitefield,Iseenst,1227.0,2.0,2.0,70.0,2
8776,Mahadevpura,Neisei ,1152.0,2.0,1.0,54.0,2
8777,Kenchenahalli,AriosPa,870.0,1.0,1.0,45.0,2
8779,Thanisandra,Bhe 2ko,663.0,1.0,0.0,46.1,1
8780,other,PlhtsHe,1464.0,2.0,1.0,135.0,3
8782,Whitefield,Priew P,1704.0,3.0,1.0,120.0,3
8786,Bisuvanahalli,Prityel,1080.0,2.0,1.0,45.0,3
8788,9th Phase JP Nagar,Vasisvi,1073.0,2.0,1.0,52.36,2
8790,other,Apion M,1300.0,2.0,3.0,32.0,2
8791,Thanisandra,Pronyt ,662.0,1.0,0.0,45.0,1
8794,other,Jaitira,1707.0,3.0,2.0,171.0,3
8795,Banashankari,Bregae ,1310.0,2.0,2.0,80.43,2
8797,other,Shyas S,1324.0,3.0,2.0,65.0,3
8798,Kothanur,Somumys,1786.0,2.0,2.0,106.0,3
8799,Harlur,Prncyrn,1174.0,2.0,1.0,75.0,2
8801,7th Phase JP Nagar,Brnia G,1400.0,2.0,1.0,95.0,3
8802,Electronic City,Palleon,635.0,1.0,1.0,28.0,1
8804,8th Phase JP Nagar,MBodsen,1368.0,2.0,1.0,54.71,3
8805,Kanakpura Road,JRrnauv,1450.0,3.0,3.0,55.0,3
8807,Electronic City,Prarkun,1128.0,2.0,1.0,65.4,2
8808,Bhoganhalli,Tenceen,1125.0,2.0,1.0,54.0,2
8809,Whitefield,Prtates,1195.0,2.0,1.0,62.38,2
8813,Bommasandra,Vaodspe,877.0,2.0,1.0,29.0,2
8814,Whitefield,Paony H,1770.0,4.0,1.0,68.0,3
8819,Abbigere,SLtias ,985.0,2.0,1.0,40.39,2
8820,other,Srvasi ,1045.0,2.0,2.0,42.0,2
8822,other,Ceureld,2400.0,4.0,1.0,130.0,3
8824,Kanakpura Road,Hahtsya,1420.0,3.0,3.0,68.0,3
8826,Rachenahalli,Sovar S,1530.0,2.0,2.0,74.4,3
8828,Whitefield,FoityIn,1570.0,3.0,3.0,88.0,3
8829,Sarjapur  Road,AsastDe,1157.0,2.0,1.0,74.0,3
8831,Kanakapura,SPavenc,1120.0,2.0,2.0,39.2,2
8832,Kenchenahalli,AriosPa,1150.0,2.0,2.0,60.0,2
8834,Bannerghatta Road,SNity S,1215.0,2.0,1.0,68.0,2
8835,Bhoganhalli,Rosha I,1444.0,2.0,1.0,75.97,2
8836,other,Solip T,2003.0,3.0,3.0,200.0,3
8840,Chikka Tirupathi,Theanmp,4500.0,5.0,3.0,150.0,4
8841,Bisuvanahalli,Prityel,1180.0,2.0,1.0,55.5,3
8842,Electronic City,SraveSL,1096.0,2.0,2.0,39.0,2
8843,Yeshwanthpur,IBityin,2504.0,3.0,3.0,138.0,3
8846,Hennur Road,SaireSa,1832.0,3.0,1.0,116.0,3
8850,Electronic City Phase II,Sryalan,1020.0,2.0,1.0,29.45,2
8855,Channasandra,Unm 2El,1123.0,2.0,1.0,36.0,2
8857,other,DSstaen,1225.0,2.0,2.0,71.05,2
8858,Lingadheeranahalli,Soiewre,1683.0,3.0,1.0,140.0,3
8862,Gubbalala,MauilTr,1475.0,2.0,2.0,80.0,2
8863,Kengeri Satellite Town,ShyamSh,1120.0,2.0,2.0,49.0,2
8864,KR Puram,Apntsal,1150.0,2.0,1.0,42.0,2
8865,Yeshwanthpur,IBityin,1165.0,2.0,1.0,85.0,2
8867,Ambedkar Nagar,SoechHa,1409.0,2.0,2.0,95.0,2
8868,Mahadevpura,Neisei ,1212.0,2.0,1.0,56.9,2
8869,Doddathoguru,VBpleMa,1140.0,2.0,2.0,26.49,2
8870,Hegde Nagar,SoisoCa,2087.01,3.0,2.0,115.0,3
8871,other,ShshaSa,775.0,1.0,0.0,34.1,1
8872,Sarjapur  Road,PualeSk,1700.0,3.0,1.0,118.0,3
8873,other,DSensn ,1732.5,3.0,0.0,91.855,3
8875,Electronic City Phase II,Sryalan,1000.0,2.0,1.0,28.88,2
8877,Chikka Tirupathi,Theanmp,2704.0,5.0,0.0,105.0,4
8880,Bhoganhalli,Rosha I,1205.0,2.0,2.0,64.47,2
8882,Ardendale,Mahtsba,1650.0,3.0,3.0,82.0,3
8884,Electronic City,Music C,1150.0,2.0,1.0,38.0,2
8887,other,Juoryma,850.0,2.0,0.0,34.0,2
